,Course Code,Course Title,HEI,R1 Points 2021,R2 Points 2021,R1 Points 2020,R2 Points 2020,R1 Points 2019
1572,BN118,Early Childhood Care and Education,Technological University Dublin Blanchardstown Campus,,,,,290.0
1573,BN119,Digital Marketing,Technological University Dublin Blanchardstown Campus,,,,,270.0
1574,BN120,Digital Forensics and Cyber Security,Technological University Dublin Blanchardstown Campus,,,,,281.0
1575,BN121,Mechatronic Engineering,Technological University Dublin Blanchardstown Campus,,,,,276.0
1576,BN123,"Design,Technology and Innovation",Technological University Dublin Blanchardstown Campus,,,,,297.0
1577,CI101,Counselling and Psychotherapy (Limerick),Irish College of Humanities & Applied Sciences,,,,,276.0
1578,CK116,Sports Studies and Physical Education,University College Cork (NUI),,,,,499.0
1579,CK502,Food Marketing and Entrepreneurship,University College Cork (NUI),,,,,433.0
1580,CK506,International Development and Food Policy,University College Cork (NUI),,,,,367.0
1581,CW178,Sport Science (options),"Institute of Technology, Carlow",,,,,399.0
1582,DC005,Education - Primary Teaching - Irish Sign Language,Dublin City University,,,,,316.0
1583,DC167,Physics with Astronomy,Dublin City University,,,,,434.0
1584,DC171,Applied Physics,Dublin City University,,,,,402.0
1585,DC173,Physics with Biomedical Sciences,Dublin City University,,,,,402.0
1586,DL835,Creative Media Technologies,"Dun Laoghaire Institute of Art, Design and Technology",,,,,237.0
1587,DT001,Product Design,Technological University Dublin City Campus,,,,,433.0
1588,DT028,Transport Operations and Technology,Technological University Dublin City Campus,,,,,279.0
1589,DT035,Electrical Services and Energy Management,Technological University Dublin City Campus,,,,,293.0
1590,DT066,Engineering (General Entry),Technological University Dublin City Campus,,,,,400.0
1591,DT101,Architecture (test and interview),Technological University Dublin City Campus,,,,,618.0
1592,DT106,Planning and Environmental Management,Technological University Dublin City Campus,,,,,312.0
1593,DT110,Property Economics (Valuation Surveying),Technological University Dublin City Campus,,,,,367.0
1594,DT111,Quantity Surveying and Construction Economics,Technological University Dublin City Campus,,,,,391.0
1595,DT112,Geographic Science,Technological University Dublin City Campus,,,,,287.0
1596,DT117,Construction Management,Technological University Dublin City Campus,,,,,356.0
1597,DT175,Architectural Technology,Technological University Dublin City Campus,,,,,388.0
1598,DT201,Science (General Entry),Technological University Dublin City Campus,,,,,464.0
1599,DT203,Analytical Chemistry (Environmental Forensic and Pharmaceutical),Technological University Dublin City Campus,,,,,341.0
1600,DT204,Biomedical Science,Technological University Dublin City Campus,,,,,501.0
1601,DT205,Mathematical Sciences,Technological University Dublin City Campus,,,,,315.0
1602,DT206,Biomedical and Molecular Diagnostics,Technological University Dublin City Campus,,,,,473.0
1603,DT211,Computer Science (Infrastructure),Technological University Dublin City Campus,,,,,381.0
1604,DT220,Industrial Mathematics,Technological University Dublin City Campus,,,,,300.0
1605,DT221,Physics with Energy and Environment,Technological University Dublin City Campus,,,,,348.0
1606,DT222,Physics Technology,Technological University Dublin City Campus,,,,,321.0
1607,DT223,Human Nutrition and Dietetics,Technological University Dublin City Campus,,,,,553.0
1608,DT224,Optometry,Technological University Dublin City Campus,,,,,487.0
1609,DT225,Public Health Nutrition,Technological University Dublin City Campus,,,,,440.0
1610,DT227,Science with Nanotechnology,Technological University Dublin City Campus,,,,,312.0
1611,DT228,Computer Science,Technological University Dublin City Campus,,,,,451.0
1612,DT229,Clinical Measurement Science,Technological University Dublin City Campus,,,,,491.0
1613,DT235,Physics with Medical Physics and Bioengineering,Technological University Dublin City Campus,,,,,357.0
1614,DT282,Computer Science (International),Technological University Dublin City Campus,,,,,377.0
1615,DT299,Chemical Sciences with Medicinal Chemistry,Technological University Dublin City Campus,,,,,420.0
1616,DT302,Business Analytics,Technological University Dublin City Campus,,,,,325.0
1617,DT304,E-Commerce in Retailing,Technological University Dublin City Campus,,,,,341.0
1618,DT321,Business and Law,Technological University Dublin City Campus,,,,,462.0
1619,DT341,Marketing,Technological University Dublin City Campus,,,,,400.0
1620,DT343,Retail and Services Management,Technological University Dublin City Campus,,,,,301.0
1621,DT354,Business Computing,Technological University Dublin City Campus,,,,,322.0
1622,DT358,Logistics and Supply Chain Management,Technological University Dublin City Campus,,,,,300.0
1623,DT365,Business and Management,Technological University Dublin City Campus,,,,,440.0
1624,DT366,Accounting and Finance,Technological University Dublin City Campus,,,,,432.0
1625,DT398,Human Resource Management,Technological University Dublin City Campus,,,,,375.0
1626,DT399,Economics and Finance,Technological University Dublin City Campus,,,,,437.0
1627,DT401,International Hospitality Management,Technological University Dublin City Campus,,,,,300.0
1628,DT405,Culinary Science,Technological University Dublin City Campus,,,,,308.0
1629,DT407,Culinary Arts,Technological University Dublin City Campus,,,,,271.0
1630,DT412,Tourism Marketing,Technological University Dublin City Campus,,,,,284.0
1631,DT413,Event Management,Technological University Dublin City Campus,,,,,356.0
1632,DT416,Culinary Entrepreneurship,Technological University Dublin City Campus,,,,,275.0
1633,DT420,Nutraceuticals in Health and Nutrition,Technological University Dublin City Campus,,,,,392.0
1634,DT421,Food Innovation,Technological University Dublin City Campus,,,,,321.0
1635,DT422,Pharmaceutical Healthcare,Technological University Dublin City Campus,,,,,397.0
1636,DT491,Environmental Health,Technological University Dublin City Campus,,,,,343.0
1637,DT501,Music,Technological University Dublin City Campus,,,,,383.0
1638,DT504,Film and Broadcasting,Technological University Dublin City Campus,,,,,443.0
1639,DT506,Commercial Modern Music,Technological University Dublin City Campus,,,,,468.0
1640,DT508,Game Design,Technological University Dublin City Campus,,,,,403.0
1641,DT517,Languages and English Studies,Technological University Dublin City Campus,,,,,326.0
1642,DT518,Languages and International Tourism,Technological University Dublin City Campus,,,,,307.0
1643,DT529,Drama (Performance),Technological University Dublin City Campus,,,,,371.0
1644,DT532,Law (LL.B.),Technological University Dublin City Campus,,,,,422.0
1645,DT533,Contemporary Visual Culture,Technological University Dublin City Campus,,,,,
1646,DT544,Interior Design,Technological University Dublin City Campus,,,,,552.0
1647,DT545,Design - Visual Communication,Technological University Dublin City Campus,,,,,667.0
1648,DT546,Fine Art,Technological University Dublin City Campus,,,,,668.0
1649,DT555,International Business and Languages,Technological University Dublin City Campus,,,,,353.0
1650,DT559,Photography,Technological University Dublin City Campus,,,,,700.0
1651,DT571,Social Care,Technological University Dublin City Campus,,,,,394.0
1652,DT572,Early Childhood Education,Technological University Dublin City Campus,,,,,385.0
1653,DT582,Journalism,Technological University Dublin City Campus,,,,,347.0
1654,DT596,Print Media Technology and Management,Technological University Dublin City Campus,,,,,252.0
1655,DT597,Creative and Cultural Industries,Technological University Dublin City Campus,,,,,280.0
1656,GA385,Retail Management,Galway-Mayo Institute of Technology,,,,,219.0
1657,GC405,International Hospitality Management (Dublin),Griffith College,,,,,254.0
1658,ID003,Business Studies with Chinese,ICD Business School,,,,,
1659,LC411,Marketing and Management (Thurles),Limerick Institute of Technology,,,,,226.0
1660,LY218,Business - with Spanish/Irish options,Letterkenny Institute of Technology,,,,,298.0
1661,NC025,Data Science,National College of Ireland (NCI),,,,,297.0
1662,SG149,Business in Finance and Investment,"Institute of Technology, Sligo",,,,,262.0
1663,SG441,Environmental Science,"Institute of Technology, Sligo",,,,,297.0
1664,SG446,Applied Archaeology,"Institute of Technology, Sligo",,,,,289.0
1665,TA022,Creative Digital Media,Technological University Dublin Tallaght Campus,,,,,260.0
1666,TA023,Advertising and Marketing Communications,Technological University Dublin Tallaght Campus,,,,,235.0
1667,TA024,Early Childhood Care and Education,Technological University Dublin Tallaght Campus,,,,,217.0
1668,TA025,Social Care Practice,Technological University Dublin Tallaght Campus,,,,,261.0
1669,TA026,International Hospitality and Tourism Management,Technological University Dublin Tallaght Campus,,,,,208.0
1670,TA027,Botanical Cuisine,Technological University Dublin Tallaght Campus,,,,,236.0
1671,TA028,Digital Marketing Technologies,Technological University Dublin Tallaght Campus,,,,,220.0
1672,TA121,Accounting and Finance,Technological University Dublin Tallaght Campus,,,,,202.0
1673,TA122,Management,Technological University Dublin Tallaght Campus,,,,,218.0
1674,TA123,Marketing Management,Technological University Dublin Tallaght Campus,,,,,207.0
1675,TA125,International Business,Technological University Dublin Tallaght Campus,,,,,229.0
1676,TA221,Electronic Engineering,Technological University Dublin Tallaght Campus,,,,,251.0
1677,TA222,Mechanical Engineering,Technological University Dublin Tallaght Campus,,,,,243.0
1678,TA223,Sustainable Energy Engineering,Technological University Dublin Tallaght Campus,,,,,236.0
1679,TA224,Biomedical Design,Technological University Dublin Tallaght Campus,,,,,218.0
1680,TA225,Automation Engineering,Technological University Dublin Tallaght Campus,,,,,235.0
1681,TA226,Engineering Software,Technological University Dublin Tallaght Campus,,,,,243.0
1682,TA321,Pharmaceutical Science,Technological University Dublin Tallaght Campus,,,,,261.0
1683,TA322,Computing,Technological University Dublin Tallaght Campus,,,,,200.0
1684,TA323,Computing with IT Management,Technological University Dublin Tallaght Campus,,,,,243.0
1685,TA326,DNA and Forensic Analysis,Technological University Dublin Tallaght Campus,,,,,300.0
1686,TA327,Sports Science and Health,Technological University Dublin Tallaght Campus,,,,,341.0
1687,TA328,Computing with Language (French/German/Spanish),Technological University Dublin Tallaght Campus,,,,,218.0
1688,TA329,Computing with Data Analytics,Technological University Dublin Tallaght Campus,,,,,218.0
1689,TL803,Music Technology,"Institute of Technology, Tralee",,,,,264.0
1690,TL812,Computing with Digital Media,"Institute of Technology, Tralee",,,,,369.0
1691,WD148,Tourism Marketing,Waterford Institute of Technology,,,,,269.0
