code,course,HEI,R1 Points 2021,R2 Points 2021,EOS Points 2021,R1 Points 2020,R2 Points 2020,EOS Points 2020,R1 Points 2019
DN401,Medicine - Graduate Entry (GAMSAT required),University College Dublin (NUI),61.0,,61.0,,,58.0,59.0
DN410,Radiography,University College Dublin (NUI),566.0,566.0,565.0,534.0,532.0,531.0,507.0
DN411,Radiography - Graduate Entry,University College Dublin (NUI),,,,,,,
DN420,Physiotherapy,University College Dublin (NUI),601.0,601.0,601.0,578.0,577.0,568.0,542.0
DN425,Health and Performance Science,University College Dublin (NUI),544.0,543.0,541.0,510.0,509.0,507.0,488.0
DN430,Sport and Exercise Management,University College Dublin (NUI),484.0,476.0,473.0,455.0,445.0,433.0,436.0
DN440,"Biomedical, Health and Life Sciences",University College Dublin (NUI),613.0,613.0,613.0,590.0,589.0,589.0,565.0
DN450,General Nursing,University College Dublin (NUI),462.0,,462.0,429.0,424.0,421.0,398.0
DN451,Children`s and General Nursing (Integrated),University College Dublin (NUI),533.0,,532.0,509.0,506.0,499.0,462.0
DN452,Midwifery,University College Dublin (NUI),510.0,509.0,507.0,489.0,476.0,473.0,409.0
DN453,Mental Health Nursing,University College Dublin (NUI),442.0,,441.0,397.0,393.0,393.0,379.0
DN520,Joint Honours (options),University College Dublin (NUI),381.0,378.0,356.0,310.0,,310.0,336.0
DN530,Humanities (options),University College Dublin (NUI),397.0,388.0,359.0,340.0,336.0,326.0,348.0
DN541,Modern Languages (options),University College Dublin (NUI),320.0,,320.0,303.0,,300.0,348.0
DN600,Law (options),University College Dublin (NUI),576.0,567.0,566.0,546.0,544.0,543.0,520.0
DN610,Business and Law,University College Dublin (NUI),573.0,567.0,566.0,545.0,,544.0,521.0
DN650,Commerce,University College Dublin (NUI),555.0,,554.0,521.0,521.0,521.0,498.0
DN660,Commerce International (options),University College Dublin (NUI),555.0,554.0,554.0,517.0,511.0,510.0,507.0
DN670,Economics and Finance,University College Dublin (NUI),625.0,625.0,625.0,613.0,,613.0,601.0
DN700,Social Sciences (options),University College Dublin (NUI),475.0,474.0,463.0,421.0,419.0,418.0,388.0
DN710,Economics,University College Dublin (NUI),534.0,532.0,522.0,498.0,498.0,498.0,476.0
DN720,Psychology,University College Dublin (NUI),566.0,564.0,555.0,530.0,522.0,522.0,517.0
DN750,Social Policy and Sociology,University College Dublin (NUI),421.0,,408.0,378.0,,377.0,330.0
DK810,Accounting and Finance,Dundalk Institute of Technology,307.0,307.0,307.0,305.0,305.0,305.0,306.0
DK816,Business Studies,Dundalk Institute of Technology,301.0,301.0,301.0,300.0,300.0,300.0,300.0
DK820,Computing in Games Development,Dundalk Institute of Technology,309.0,309.0,309.0,311.0,311.0,311.0,307.0
DK821,Computing in Software Development,Dundalk Institute of Technology,320.0,316.0,307.0,302.0,302.0,302.0,301.0
DK822,Augmented and Virtual Reality,Dundalk Institute of Technology,320.0,320.0,307.0,307.0,,304.0,
DK830,Building Surveying,Dundalk Institute of Technology,305.0,,305.0,336.0,,336.0,302.0
DK831,Architectural Technology,Dundalk Institute of Technology,368.0,314.0,314.0,389.0,,389.0,301.0
DK832,Construction Management,Dundalk Institute of Technology,358.0,305.0,305.0,387.0,,387.0,300.0
DK843,Engineering (Common Entry),Dundalk Institute of Technology,404.0,391.0,391.0,340.0,340.0,340.0,303.0
DK844,Mechanical Engineering,Dundalk Institute of Technology,336.0,336.0,336.0,305.0,305.0,305.0,
DK845,Electrical and Electronic Engineering,Dundalk Institute of Technology,331.0,331.0,331.0,304.0,304.0,304.0,
DK846,Civil Engineering,Dundalk Institute of Technology,371.0,371.0,371.0,391.0,361.0,361.0,
DK850,International Tourism Management,Dundalk Institute of Technology,303.0,303.0,303.0,317.0,317.0,317.0,
DK861,Arts,Dundalk Institute of Technology,302.0,302.0,300.0,302.0,302.0,302.0,300.0
DK862,Social Care,Dundalk Institute of Technology,322.0,319.0,301.0,301.0,,301.0,300.0
DK863,Creative Media,Dundalk Institute of Technology,336.0,320.0,309.0,308.0,308.0,308.0,300.0
DK864,Film and Television Production,Dundalk Institute of Technology,308.0,,308.0,300.0,300.0,300.0,300.0
DK865,Audio and Music Production,Dundalk Institute of Technology,352.0,,308.0,301.0,,301.0,301.0
DK870,General Nursing,Dundalk Institute of Technology,440.0,440.0,433.0,403.0,401.0,397.0,392.0
DK872,Intellectual Disability Nursing,Dundalk Institute of Technology,367.0,366.0,347.0,336.0,,336.0,300.0
DK874,Mental Health Nursing,Dundalk Institute of Technology,398.0,,391.0,356.0,,356.0,356.0
DK876,Early Childhood Studies,Dundalk Institute of Technology,300.0,300.0,300.0,321.0,,321.0,305.0
DK877,Midwifery,Dundalk Institute of Technology,482.0,477.0,470.0,440.0,,440.0,398.0
DK880,Health and Physical Activity,Dundalk Institute of Technology,301.0,301.0,300.0,328.0,,328.0,300.0
DK882,Agriculture (Award options),Dundalk Institute of Technology,342.0,,342.0,310.0,,310.0,303.0
DK883,Science (Award options),Dundalk Institute of Technology,373.0,368.0,302.0,358.0,321.0,300.0,300.0
DK884,Sustainable Agriculture,Dundalk Institute of Technology,348.0,,348.0,,,,
DK885,Agri-Food Production,Dundalk Institute of Technology,,,,,,,
DK886,Biopharmaceutical Science,Dundalk Institute of Technology,379.0,,347.0,301.0,,301.0,
DK887,Environmental Science,Dundalk Institute of Technology,377.0,,377.0,330.0,,330.0,
GA181,Accounting,Galway-Mayo Institute of Technology,303.0,,303.0,309.0,,309.0,303.0
GA182,Business,Galway-Mayo Institute of Technology,285.0,,285.0,287.0,,287.0,290.0
GA183,Business Information Systems,Galway-Mayo Institute of Technology,298.0,,298.0,296.0,,296.0,309.0
GA184,Marketing and Sales,Galway-Mayo Institute of Technology,300.0,,300.0,307.0,,307.0,307.0
GA185,Finance and Economics,Galway-Mayo Institute of Technology,318.0,,318.0,293.0,,293.0,307.0
GA186,Business with Entrepreneurship,Galway-Mayo Institute of Technology,287.0,,287.0,280.0,,280.0,297.0
GA187,Rural Enterprise and Agri-Business,Galway-Mayo Institute of Technology,291.0,,291.0,281.0,,281.0,280.0
GA281,Film and Documentary,Galway-Mayo Institute of Technology,310.0,301.0,301.0,304.0,,304.0,287.0
GA282,Heritage Studies,Galway-Mayo Institute of Technology,252.0,,252.0,220.0,,220.0,238.0
GA283,Contemporary Art (portfolio),Galway-Mayo Institute of Technology,790.0,,790.0,679.0,,679.0,260.0
GA284,Design,Galway-Mayo Institute of Technology,331.0,,331.0,303.0,,303.0,309.0
GA285,"Education (Art, Design and Graphics)",Galway-Mayo Institute of Technology,406.0,,406.0,,,,
GA380,International Hotel Management,Galway-Mayo Institute of Technology,218.0,,218.0,242.0,,242.0,225.0
GA381,International Tourism Management,Galway-Mayo Institute of Technology,252.0,,252.0,278.0,,278.0,261.0
GA382,Culinary and Gastronomic Science,Galway-Mayo Institute of Technology,235.0,,235.0,206.0,,206.0,225.0
GA384,Event Management with Public Relations,Galway-Mayo Institute of Technology,230.0,,230.0,212.0,,212.0,209.0
GA480,Construction Management,Galway-Mayo Institute of Technology,302.0,,302.0,260.0,,260.0,260.0
GA482,Quantity Surveying and Construction Economics,Galway-Mayo Institute of Technology,304.0,,304.0,288.0,,288.0,280.0
GA483,Architectural Technology,Galway-Mayo Institute of Technology,281.0,273.0,273.0,265.0,,265.0,251.0
GA484,Civil Engineering,Galway-Mayo Institute of Technology,377.0,,377.0,290.0,,290.0,270.0
GA580,Software and Electronic Engineering,Galway-Mayo Institute of Technology,300.0,,300.0,300.0,,300.0,301.0
GA680,Mechanical Engineering,Galway-Mayo Institute of Technology,400.0,,400.0,330.0,,330.0,336.0
GA681,Energy Engineering,Galway-Mayo Institute of Technology,312.0,,312.0,293.0,,293.0,281.0
GA682,Biomedical Engineering,Galway-Mayo Institute of Technology,331.0,,331.0,313.0,,313.0,331.0
GA683,Agricultural Engineering,Galway-Mayo Institute of Technology,304.0,,304.0,309.0,,309.0,301.0
GA684,Engineering Common Entry to Manu/Agri/Biomed/Energy/Mech Eng,Galway-Mayo Institute of Technology,413.0,,413.0,340.0,,340.0,346.0
GA685,Manufacturing Engineering Design,Galway-Mayo Institute of Technology,336.0,,336.0,309.0,,309.0,
GA780,Applied Freshwater and Marine Biology,Galway-Mayo Institute of Technology,366.0,,366.0,327.0,,327.0,300.0
GA781,Applied Biology and Biopharmaceutical Science,Galway-Mayo Institute of Technology,381.0,,381.0,337.0,,337.0,317.0
GA782,Chemical and Pharmaceutical Science,Galway-Mayo Institute of Technology,356.0,,356.0,336.0,,336.0,307.0
GA783,Physics and Instrumentation,Galway-Mayo Institute of Technology,301.0,,301.0,363.0,,363.0,373.0
GA784,Science (Undenominated),Galway-Mayo Institute of Technology,445.0,,445.0,372.0,,372.0,327.0
GA785,Medical Science,Galway-Mayo Institute of Technology,517.0,510.0,510.0,473.0,,473.0,451.0
GA786,Forensic Science and Analysis,Galway-Mayo Institute of Technology,408.0,408.0,408.0,317.0,,317.0,300.0
GA787,Computing in Software Development,Galway-Mayo Institute of Technology,310.0,,310.0,270.0,,270.0,275.0
GA788,Computing and Digital Media,Galway-Mayo Institute of Technology,270.0,,270.0,274.0,,282.0,270.0
GA789,Agriculture and Environmental Management,Galway-Mayo Institute of Technology,340.0,,340.0,287.0,,289.0,297.0
GA790,Sport and Exercise Science,Galway-Mayo Institute of Technology,376.0,366.0,366.0,356.0,,356.0,350.0
GA791,Public Health Nutrition,Galway-Mayo Institute of Technology,368.0,,368.0,368.0,,368.0,364.0
GA880,General Nursing,Galway-Mayo Institute of Technology,440.0,,440.0,429.0,422.0,422.0,389.0
GA882,Psychiatric Nursing,Galway-Mayo Institute of Technology,369.0,,369.0,367.0,,367.0,346.0
GA885,Outdoor Education,Galway-Mayo Institute of Technology,269.0,,269.0,252.0,,252.0,210.0
GA887,History and Geography,Galway-Mayo Institute of Technology,201.0,,201.0,244.0,,244.0,228.0
GA889,Applied Social Care,Galway-Mayo Institute of Technology,265.0,,265.0,266.0,,266.0,260.0
GA890,Early Childhood Education and Care,Galway-Mayo Institute of Technology,281.0,227.0,227.0,270.0,,270.0,278.0
GA891,Geography and Outdoor Education,Galway-Mayo Institute of Technology,261.0,,261.0,244.0,,244.0,
GA892,Community Development and Youth Work (Level 8),Galway-Mayo Institute of Technology,,,,,,,
GA980,Education (Design Graphics and Construction),Galway-Mayo Institute of Technology,410.0,,410.0,377.0,,377.0,376.0
GA981,Furniture Design and Manufacture,Galway-Mayo Institute of Technology,346.0,,346.0,,,,271.0
GA982,Furniture Making and Architectural Woodworking,Galway-Mayo Institute of Technology,360.0,,360.0,,,,270.0
GA983,Furniture and Digital Manufacturing,Galway-Mayo Institute of Technology,,,,,,,
GA984,"Furniture Design, Making and Technology - Common Entry",Galway-Mayo Institute of Technology,486.0,467.0,467.0,284.0,,284.0,
GY101,Arts (Joint-Honours),"National University of Ireland, Galway",327.0,326.0,326.0,300.0,,300.0,300.0
GY104,BSc (Psychology),"National University of Ireland, Galway",564.0,555.0,545.0,523.0,520.0,519.0,507.0
GY105,Arts (History),"National University of Ireland, Galway",357.0,,357.0,301.0,,301.0,318.0
GY109,Arts (Mathematics and Education),"National University of Ireland, Galway",413.0,,413.0,403.0,,403.0,411.0
GY110,Arts (Children and Youth Studies - options),"National University of Ireland, Galway",387.0,,387.0,357.0,,357.0,382.0
GY111,Arts (English and Creative Writing),"National University of Ireland, Galway",421.0,420.0,420.0,330.0,,330.0,402.0
GY113,Arts with Human Rights,"National University of Ireland, Galway",413.0,,413.0,368.0,,368.0,338.0
GY115,Arts with Performing Arts Studies,"National University of Ireland, Galway",300.0,,300.0,387.0,,387.0,328.0
GY118,"Arts (Drama, Theatre and Performance Studies)","National University of Ireland, Galway",453.0,430.0,430.0,451.0,,451.0,410.0
GY119,Arts (Journalism),"National University of Ireland, Galway",484.0,473.0,473.0,400.0,,400.0,410.0
GY122,Na Dána (Cumarsáid agus Gaeilge),"National University of Ireland, Galway",410.0,,410.0,361.0,,361.0,308.0
GY123,Applied Social Sciences,"National University of Ireland, Galway",419.0,,419.0,358.0,,358.0,357.0
GY125,Arts (Digital Arts and Technology),"National University of Ireland, Galway",403.0,,403.0,328.0,,328.0,324.0
GY127,Arts (Film and Digital Media),"National University of Ireland, Galway",430.0,421.0,421.0,401.0,,401.0,387.0
GY128,Arts (Global Languages),"National University of Ireland, Galway",346.0,,346.0,352.0,,352.0,370.0
GY129,Arts (Global Experience),"National University of Ireland, Galway",465.0,,465.0,420.0,,420.0,408.0
GY130,Arts (Music),"National University of Ireland, Galway",462.0,,462.0,408.0,,408.0,400.0
GY132,"Government (Politics, Economics and Law)","National University of Ireland, Galway",465.0,451.0,451.0,407.0,,407.0,402.0
GY133,Education (Computer Science and Mathematical Studies),"National University of Ireland, Galway",454.0,,454.0,422.0,,422.0,401.0
GY134,Geography and Geosystems,"National University of Ireland, Galway",425.0,,425.0,410.0,,410.0,
GY135,Arts (Global Media),"National University of Ireland, Galway",442.0,,442.0,,,,
GY136,Na Dána (Léann Teanga - options),"National University of Ireland, Galway",526.0,,526.0,,,,
GY201,Commerce,"National University of Ireland, Galway",476.0,,476.0,433.0,,433.0,420.0
GY202,Commerce (International) with French,"National University of Ireland, Galway",520.0,,520.0,484.0,,484.0,484.0
GY203,Commerce (International) with German,"National University of Ireland, Galway",518.0,,518.0,489.0,,489.0,489.0
GY204,Commerce (International) with Spanish,"National University of Ireland, Galway",506.0,,506.0,495.0,,495.0,484.0
GY206,Business Information Systems (Work Placement and Optional Int`l Study),"National University of Ireland, Galway",509.0,,509.0,465.0,,465.0,431.0
GY207,Commerce (Accounting) including optional Global Experience year,"National University of Ireland, Galway",543.0,,543.0,509.0,,509.0,486.0
GY208,Commerce (Gaeilge),"National University of Ireland, Galway",508.0,,508.0,473.0,,473.0,473.0
GY209,Commerce (Global Experience),"National University of Ireland, Galway",551.0,,551.0,530.0,,530.0,509.0
GY250,Law and Business,"National University of Ireland, Galway",510.0,,510.0,487.0,,487.0,436.0
GY251,Law (BCL),"National University of Ireland, Galway",542.0,,542.0,499.0,,499.0,473.0
GY252,Law (BCL) and Human Rights,"National University of Ireland, Galway",565.0,,565.0,520.0,,520.0,510.0
GY253,Law and Taxation,"National University of Ireland, Galway",506.0,,506.0,509.0,,509.0,
GY254,"Law (BCL), Criminology and Criminal Justice","National University of Ireland, Galway",548.0,,548.0,530.0,,530.0,
GY261,Business Studies in International Hotel Management (interview),"National University of Ireland, Galway",503.0,,503.0,497.0,,497.0,486.0
GY262,Commerce in International Hotel Management (interview),"National University of Ireland, Galway",709.0,,709.0,681.0,,681.0,671.0
GY301,Science,"National University of Ireland, Galway",489.0,488.0,488.0,433.0,432.0,432.0,400.0
GY303,Biomedical Science,"National University of Ireland, Galway",613.0,,613.0,556.0,,556.0,533.0
GY304,Biotechnology,"National University of Ireland, Galway",498.0,495.0,495.0,465.0,,465.0,473.0
GY308,Environmental Science,"National University of Ireland, Galway",431.0,430.0,430.0,408.0,,408.0,413.0
GY309,Financial Mathematics and Economics,"National University of Ireland, Galway",509.0,,509.0,487.0,,487.0,454.0
GY310,Marine Science,"National University of Ireland, Galway",467.0,,467.0,419.0,,419.0,409.0
GY313,Environmental Health and Safety,"National University of Ireland, Galway",412.0,,412.0,412.0,,412.0,402.0
GY314,Earth and Ocean Sciences,"National University of Ireland, Galway",422.0,,422.0,403.0,,403.0,402.0
GY318,Biopharmaceutical Chemistry,"National University of Ireland, Galway",555.0,,555.0,509.0,,509.0,510.0
GY319,Mathematical Science,"National University of Ireland, Galway",543.0,,543.0,476.0,,476.0,456.0
GY320,"Physics (Degree options: Applied,Astrophysics,Biomedical,Theoretical)","National University of Ireland, Galway",465.0,,465.0,402.0,,402.0,401.0
GY321,Genetics and Genomics,"National University of Ireland, Galway",532.0,,532.0,508.0,,508.0,
GY322,Agricultural Sciences,"National University of Ireland, Galway",485.0,,485.0,,,,
GY350,Computer Science and Information Technology,"National University of Ireland, Galway",495.0,,495.0,403.0,,403.0,425.0
GY401,Engineering (Undenominated),"National University of Ireland, Galway",522.0,520.0,520.0,465.0,,465.0,444.0
GY402,Civil Engineering,"National University of Ireland, Galway",533.0,521.0,521.0,455.0,,455.0,509.0
GY405,Mechanical Engineering,"National University of Ireland, Galway",541.0,,541.0,454.0,,454.0,443.0
GY406,Electronic and Computer Engineering,"National University of Ireland, Galway",555.0,,555.0,510.0,,510.0,509.0
GY408,Biomedical Engineering,"National University of Ireland, Galway",554.0,,554.0,509.0,,509.0,519.0
GY410,Project and Construction Management,"National University of Ireland, Galway",431.0,,431.0,403.0,,403.0,434.0
GY413,Energy Systems Engineering,"National University of Ireland, Galway",509.0,,509.0,502.0,,502.0,532.0
GY414,Electrical and Electronic Engineering,"National University of Ireland, Galway",433.0,,433.0,405.0,,405.0,454.0
GY501,"Medicine (five year/six year course, HPAT required)","National University of Ireland, Galway",737.0,737.0,737.0,728.0,,728.0,726.0
GY502,Occupational Therapy,"National University of Ireland, Galway",601.0,,601.0,555.0,,555.0,532.0
GY503,Speech and Language Therapy,"National University of Ireland, Galway",578.0,,578.0,543.0,,543.0,529.0
GY504,Podiatric Medicine,"National University of Ireland, Galway",531.0,526.0,510.0,443.0,,443.0,434.0
GY515,General Nursing (Galway and Portiuncula),"National University of Ireland, Galway",502.0,496.0,476.0,476.0,473.0,473.0,442.0
GY516,Mental Health Nursing,"National University of Ireland, Galway",475.0,441.0,412.0,440.0,,440.0,388.0
GY517,Midwifery,"National University of Ireland, Galway",520.0,509.0,507.0,495.0,,495.0,429.0
LY108,Business - Accounting,Letterkenny Institute of Technology,312.0,,312.0,309.0,,309.0,318.0
LY118,Business,Letterkenny Institute of Technology,288.0,,288.0,290.0,,290.0,287.0
LY128,Marketing with Online Technologies,Letterkenny Institute of Technology,261.0,261.0,261.0,,,,
LY208,Law,Letterkenny Institute of Technology,300.0,290.0,290.0,300.0,,300.0,300.0
LY228,Sports and Exercise - Common Entry,Letterkenny Institute of Technology,290.0,,290.0,300.0,,300.0,278.0
LY408,Design - Common Entry,Letterkenny Institute of Technology,301.0,,301.0,320.0,,320.0,307.0
LY508,Fire Safety Engineering,Letterkenny Institute of Technology,283.0,,283.0,276.0,,276.0,270.0
LY518,Quantity Surveying,Letterkenny Institute of Technology,304.0,,304.0,301.0,,301.0,307.0
LY528,Construction Management,Letterkenny Institute of Technology,262.0,,262.0,271.0,,271.0,267.0
LY538,Architectural Technology,Letterkenny Institute of Technology,234.0,234.0,234.0,,,,
LY608,Mechanical Engineering,Letterkenny Institute of Technology,300.0,,300.0,300.0,,300.0,304.0
LY618,Electronic Engineering,Letterkenny Institute of Technology,321.0,,321.0,312.0,,312.0,307.0
LY708,Applied Computing,Letterkenny Institute of Technology,320.0,,320.0,306.0,,306.0,300.0
LY748,Computer Science,Letterkenny Institute of Technology,316.0,,316.0,317.0,317.0,317.0,
LY818,Science - Common Entry,Letterkenny Institute of Technology,302.0,,302.0,303.0,,303.0,302.0
LY828,Agriculture - Common Entry,Letterkenny Institute of Technology,308.0,300.0,300.0,307.0,,307.0,300.0
LY908,General Nursing,Letterkenny Institute of Technology,429.0,,429.0,400.0,,400.0,383.0
LY918,Psychiatric Nursing,Letterkenny Institute of Technology,367.0,,361.0,357.0,,357.0,291.0
LY928,Intellectual Disability Nursing,Letterkenny Institute of Technology,357.0,,342.0,326.0,,328.0,288.0
LY968,"Early Childhood Care, Health and Education",Letterkenny Institute of Technology,288.0,,288.0,303.0,,303.0,300.0
LY978,Health and Social Care - Common Entry,Letterkenny Institute of Technology,279.0,,279.0,280.0,,280.0,260.0
MI001,Contemporary and Applied Theatre Studies,Mary Immaculate College,209.0,,209.0,375.0,,390.0,345.0
MI002,Arts,Mary Immaculate College,280.0,,280.0,300.0,281.0,281.0,300.0
MI004,Education - Primary Teaching - International,Mary Immaculate College,589.0,,589.0,577.0,,577.0,
MI005,Education - Primary Teaching,Mary Immaculate College,522.0,,522.0,495.0,,495.0,473.0
MI006,Education - Primary Teaching - Gaeltacht Applicants,Mary Immaculate College,485.0,,485.0,456.0,,462.0,442.0
MI007,Early Childhood Care and Education,Mary Immaculate College,409.0,,409.0,357.0,,357.0,366.0
MI008,Education and Psychology - Primary Teaching,Mary Immaculate College,590.0,,590.0,588.0,,588.0,543.0
MI009,"Education, Business Studies and Accounting",Mary Immaculate College,434.0,,434.0,402.0,,402.0,392.0
MI010,"Education, Business Studies and Religious Studies",Mary Immaculate College,370.0,,370.0,368.0,,368.0,326.0
MI011,"Education, Gaeilge and Religious Studies",Mary Immaculate College,407.0,,407.0,409.0,,409.0,377.0
MI012,"Education, Gaeilge and Business Studies",Mary Immaculate College,387.0,,387.0,401.0,,401.0,398.0
MI013,"Education, Mathematics and Gaeilge",Mary Immaculate College,509.0,,509.0,444.0,,444.0,433.0
MI014,"Education, Mathematics and Business Studies",Mary Immaculate College,476.0,,476.0,434.0,,434.0,
CI110,Counselling and Psychotherapy,Irish College of Humanities & Applied Sciences,292.0,,292.0,310.0,,310.0,
CI111,Counselling and Psychotherapy with Addiction Studies,Irish College of Humanities & Applied Sciences,290.0,,290.0,301.0,,301.0,
CI112,Counselling and Psychotherapy with Youth Studies,Irish College of Humanities & Applied Sciences,325.0,,325.0,311.0,,311.0,
LC110,"Art and Design (Common Entry, portfolio)",Limerick Institute of Technology,794.0,,794.0,740.0,,740.0,734.0
LC114,Fashion and Textiles for Product and Costume (portfolio),Limerick Institute of Technology,914.0,,914.0,880.0,,880.0,900.0
LC115,"Art and Design Teacher Education (LIT and UL, portfolio)",Limerick Institute of Technology,993.0,,993.0,942.0,,942.0,
LC220,Digital Marketing,Limerick Institute of Technology,263.0,,263.0,262.0,,262.0,254.0
LC223,Law and Taxation,Limerick Institute of Technology,331.0,,331.0,307.0,,307.0,308.0
LC224,Accounting and Finance,Limerick Institute of Technology,300.0,,300.0,300.0,,300.0,299.0
LC225,Marketing and Management,Limerick Institute of Technology,298.0,,298.0,298.0,,298.0,298.0
LC226,Enterprise and Innovation,Limerick Institute of Technology,255.0,,255.0,234.0,234.0,234.0,216.0
LC233,Software Development,Limerick Institute of Technology,280.0,,280.0,272.0,,272.0,300.0
LC234,Immersive Digital Media and Spatial Computing,Limerick Institute of Technology,226.0,,226.0,225.0,,225.0,219.0
LC236,Internet Systems Development,Limerick Institute of Technology,260.0,,260.0,262.0,260.0,260.0,298.0
LC239,Computer Networks and Systems Management,Limerick Institute of Technology,317.0,,317.0,307.0,,309.0,335.0
LC241,Construction Management,Limerick Institute of Technology,326.0,,326.0,255.0,,255.0,276.0
LC242,Property Valuation and Management,Limerick Institute of Technology,308.0,,308.0,282.0,,282.0,292.0
LC243,Quantity Surveying,Limerick Institute of Technology,278.0,,278.0,294.0,,298.0,281.0
LC248,Built Environment (Common Entry),Limerick Institute of Technology,300.0,,300.0,288.0,,288.0,307.0
LC252,Civil Engineering Management,Limerick Institute of Technology,264.0,,264.0,270.0,,270.0,281.0
LC263,Medical Technology,Limerick Institute of Technology,391.0,,391.0,294.0,,294.0,282.0
LC265,Forensic and Pharmaceutical Sciences,Limerick Institute of Technology,498.0,,498.0,413.0,,413.0,335.0
LC266,Drug and Medicinal Product Analysis,Limerick Institute of Technology,252.0,,252.0,262.0,,262.0,236.0
LC275,Electrical Engineering,Limerick Institute of Technology,361.0,347.0,347.0,298.0,,298.0,288.0
LC288,Mechanical Engineering,Limerick Institute of Technology,378.0,369.0,369.0,347.0,346.0,346.0,307.0
LC289,Precision Engineering,Limerick Institute of Technology,261.0,,261.0,291.0,,291.0,280.0
LC292,Social Care Work,Limerick Institute of Technology,374.0,,374.0,367.0,,367.0,360.0
LC293,Business Studies with Travel and Tourism Management,Limerick Institute of Technology,271.0,264.0,264.0,307.0,,307.0,299.0
LC294,Business Studies with Event Management,Limerick Institute of Technology,279.0,,279.0,279.0,,279.0,271.0
LC295,Business Studies with Sports Management,Limerick Institute of Technology,262.0,,262.0,252.0,,252.0,263.0
LC297,Community and Addiction Studies,Limerick Institute of Technology,272.0,262.0,262.0,235.0,,235.0,217.0
LC320,Business,Limerick Institute of Technology,381.0,,381.0,346.0,,346.0,337.0
LC330,Business with Computing,Limerick Institute of Technology,328.0,308.0,308.0,297.0,,297.0,298.0
LC340,Interior Design,Limerick Institute of Technology,391.0,368.0,368.0,350.0,,350.0,298.0
LC362,Biotechnology and Biopharmaceutical Sciences,Limerick Institute of Technology,429.0,,429.0,413.0,,413.0,379.0
LC371,Creative Broadcast and Film Production,Limerick Institute of Technology,325.0,310.0,310.0,309.0,,309.0,298.0
LC372,Music Technology and Production,Limerick Institute of Technology,377.0,,377.0,325.0,,325.0,321.0
LC374,Renewable and Electrical Energy Engineering,Limerick Institute of Technology,337.0,319.0,319.0,318.0,,318.0,317.0
LC375,Industrial Automation and Robotic Systems,Limerick Institute of Technology,309.0,,309.0,317.0,,317.0,321.0
LC376,Electronic Engineering with Computer Systems,Limerick Institute of Technology,357.0,,357.0,318.0,,318.0,308.0
LC380,Automotive Engineering and Transport Management,Limerick Institute of Technology,298.0,,298.0,303.0,298.0,298.0,282.0
LC392,Business Studies in Beauty and Spa Management,Limerick Institute of Technology,328.0,317.0,317.0,236.0,,236.0,217.0
LC393,Early Childhood Education and Care,Limerick Institute of Technology,309.0,276.0,276.0,236.0,,236.0,260.0
LC402,Social Care Work,Limerick Institute of Technology,228.0,,228.0,225.0,,225.0,209.0
LC408,Environmental Science and Climate,Limerick Institute of Technology,279.0,,279.0,279.0,,279.0,262.0
LC416,Business,Limerick Institute of Technology,260.0,,260.0,274.0,,274.0,
LC418,Computing - Games Design and Development,Limerick Institute of Technology,260.0,256.0,256.0,270.0,,270.0,271.0
LC422,Applied Strength and Conditioning,Limerick Institute of Technology,289.0,,289.0,298.0,,298.0,288.0
LC502,Game Art and Design (portfolio),Limerick Institute of Technology,841.0,,841.0,852.0,,852.0,838.0
LC517,Creative Media and Design,Limerick Institute of Technology,279.0,,279.0,234.0,,234.0,229.0
LC518,Digital Animation Production (portfolio),Limerick Institute of Technology,807.0,,807.0,808.0,,808.0,816.0
LC612,Social Care Work,Limerick Institute of Technology,309.0,,309.0,320.0,,320.0,319.0
LM002,Arts,University of Limerick,360.0,360.0,360.0,348.0,,348.0,329.0
LM019,Social Sciences,University of Limerick,451.0,,451.0,,,,
LM020,Law and Accounting,University of Limerick,474.0,,474.0,465.0,,465.0,436.0
LM026,Performing Arts (audition format TBC),University of Limerick,329.0,,329.0,303.0,,303.0,307.0
LM028,Criminal Justice,University of Limerick,420.0,,420.0,418.0,,418.0,387.0
LM029,Law Plus,University of Limerick,530.0,,530.0,490.0,,490.0,473.0
LM038,Psychology and Sociology,University of Limerick,530.0,,530.0,500.0,,500.0,478.0
LM039,Journalism and Digital Communication,University of Limerick,432.0,,432.0,402.0,,402.0,388.0
LM040,European Studies,University of Limerick,409.0,,409.0,369.0,,369.0,350.0
LM044,Applied Languages,University of Limerick,429.0,,429.0,442.0,,442.0,404.0
LM050,Business Studies (options),University of Limerick,451.0,,451.0,431.0,,431.0,419.0
LM056,International Business,University of Limerick,555.0,,555.0,528.0,,528.0,511.0
LM058,Financial Mathematics,University of Limerick,468.0,,468.0,403.0,,403.0,434.0
LM063,Technology Management,University of Limerick,410.0,,410.0,379.0,,379.0,372.0
LM066,Environmental Science,University of Limerick,430.0,,430.0,,,,
LM068,Food Science and Health,University of Limerick,464.0,,464.0,421.0,,421.0,400.0
LM076,Product Design and Technology (portfolio required),University of Limerick,401.0,,401.0,408.0,,408.0,402.0
LM077,Aeronautical Engineering,University of Limerick,567.0,,567.0,520.0,,520.0,469.0
LM082,Construction Management and Engineering,University of Limerick,446.0,,446.0,398.0,,398.0,368.0
LM089,Sport and Exercise Sciences,University of Limerick,498.0,,498.0,474.0,,474.0,441.0
